replica_number;seed;S;M;specialization;Spebefore;Speafter;nestedness;t_max;K;Resources.given;dilution;l_sum;nb_coexisting_species;coexisting_species;final_abundances
0;1368682410;200;80;0.85;0.75098275;0.77032215;-1;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;7995.254021;15;[5, 24, 32, 37, 45, 70, 90, 103, 122, 128, 144, 167, 173, 175, 196];[1.6413613791169925, 33.743214045290955, 8.629400978829928, 8.153147242923403, 13.32645768914813, 1.2307547039395712, 21.101738390824814, 31.6168954909961, 7.050646719855368, 11.60218592898995, 17.06021102879936, 4.42760397380831, 15.834242651576762, 9.551884382422704, 20.624151835522646]
1;3519962725;200;80;0.85;0.739156204;0.750658366;-1;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;8016.579494;13;[18, 58, 60, 72, 83, 103, 112, 126, 128, 129, 136, 145, 159];[15.673988942972569, 18.450854159128408, 5.5931298278057024, 12.483066754405721, 27.964935461066997, 5.984781548636911, 2.881676429561106, 10.464132272398393, 21.531867876013322, 5.9637720276670585, 43.67144767068182, 19.1812903706346, 1.4759547035948857]
2;289866650;200;80;0.85;0.756116827;0.785702118;-1;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;7979.971604;14;[2, 7, 18, 31, 41, 46, 51, 52, 113, 122, 126, 132, 155, 164];[11.071679369397588, 26.282011048453672, 18.303057917149765, 26.030228215020813, 17.598465154657838, 20.13035921633571, 11.593843986534326, 3.7179017710783993, 8.822638015828698, 5.1662820202682544, 5.617267270291888, 23.223184280806805, 7.365948553676172, 7.818863515094867]
3;3267935478;200;80;0.85;0.754737489;0.785953532;-1;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;8030.822319;14;[21, 26, 40, 45, 53, 57, 68, 73, 104, 151, 182, 189, 196, 197];[16.503566164030893, 19.720337258110042, 30.170710960950004, 27.840510781459475, 10.554054826295173, 5.493594754832967, 4.485626592894926, 42.6862174189923, 17.37655937760937, 3.615558913995644, 11.254856585667342, 2.1513267893755152e-05, 33.26768295985917, 2.9556670014042496]
4;2031892563;200;80;0.85;0.751994173;0.74627928;-1;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;7980.344371;16;[5, 19, 45, 56, 89, 110, 116, 122, 127, 133, 154, 160, 166, 171, 186, 191];[24.932122908864443, 20.087930080684714, 18.627715741505185, 12.084379271711843, 2.577018116887544, 5.484177553024091, 27.560695497800214, 12.465664222331004, 9.68868931525122, 24.51256965843461, 7.618184450241775, 2.194949173927515, 9.538442034347815, 19.352334069703307, 0.010956942754898167, 0.2665763892715232]
5;1683988961;200;80;0.85;0.754925488;0.788117085;-1;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;7982.98541;13;[61, 67, 75, 76, 92, 105, 119, 132, 147, 153, 178, 181, 183];[18.8385483290677, 7.06989589975706, 2.9340833552820365, 12.268474826629324, 18.986741107102013, 5.9974872977670355, 24.94398548616973, 12.020142542249335, 28.951928256675085, 3.6825490615485013, 26.51172025174202, 1.92214423946136, 6.60794424270122]
6;1400953138;200;80;0.85;0.745984666;0.803987768;-1;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;8001.807099;12;[1, 3, 8, 15, 26, 29, 56, 59, 75, 87, 120, 173];[38.88830910390878, 13.26523458424749, 8.556164722895138, 17.74524954679292, 3.5071295233592523, 32.10891850666688, 3.822506784125683, 6.499775309097829, 17.446019895714276, 31.991417457399088, 30.586700247923115, 20.609006781303147]
7;2932632172;200;80;0.85;0.755909285;0.701089232;-1;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;7967.398682;11;[8, 39, 66, 111, 114, 122, 138, 154, 162, 170, 178];[2.0178798580075803, 15.624655279380363, 27.126138002093022, 22.519708270271988, 3.5674141616181925, 61.89121602893479, 21.586891043603664, 30.849801133220474, 25.791074144323385, 8.83141785315561, 12.004065290855046]
8;866815660;200;80;0.85;0.746078153;0.794386182;-1;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;8059.414956;14;[1, 50, 59, 60, 73, 81, 82, 85, 99, 105, 114, 154, 158, 195];[26.31540316645892, 9.008824973380682, 24.71853794068676, 17.746906241162467, 12.952560702223808, 11.732295588098056, 4.3081735389700855, 6.262979909806781, 11.07687609996558, 3.2025779833339008, 32.011479869738594, 8.663185893078062, 20.99435788257536, 16.422797635964262]
9;1578468354;200;80;0.85;0.758160507;0.73298632;-1;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;8013.018827;12;[22, 28, 78, 84, 118, 144, 153, 160, 161, 173, 175, 184];[16.80403090974928, 44.69275853776452, 9.294626795668577, 6.378916324896774, 21.437536700272986, 11.99575741301798, 2.2031678924415217, 15.036848127166046, 22.647289779516388, 32.576987606029974, 8.181042208709318, 13.605668734998606]
0;1333530333;200;80;0.85;0.737366606;0.757104813;0;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;8062.807871;42;[0, 2, 7, 8, 10, 22, 30, 33, 39, 42, 54, 64, 67, 69, 73, 79, 82, 93, 101, 106, 108, 109, 115, 117, 120, 123, 124, 126, 128, 129, 133, 136, 138, 150, 155, 162, 169, 179, 184, 185, 190, 195];[3.3257799134229535, 2.878395479277474, 9.353518355118052, 0.09724215531089071, 23.81228691671337, 3.6918808661932268, 5.551762117087876, 6.517183414436238, 0.12326018599851067, 0.6318061866717856, 3.322486457483094, 0.2467392467957687, 6.437427610019696, 5.461620926340809, 35.93108897276247, 1.3991838552748084, 0.21527494424053722, 5.704421965852029, 0.8039280628547252, 21.80290218498109, 0.7275188273202787, 3.9580176788449504, 0.8960311726557356, 1.2867264997310681, 1.0037752496908439, 2.1973584792122183, 18.778563528714432, 20.397494882215234, 18.147612294751028, 0.9169466503694582, 0.4820431095689608, 0.7111301698551756, 1.9308257527037687, 8.1512352202905, 0.08896740775552206, 10.267233704396936, 1.4157974576355024, 3.778312125195348, 1.733966816948107, 0.897152885756178, 0.8748016183866159, 5.720224842286325]
1;902748077;200;80;0.85;0.758392719;0.791979686;0;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;8001.408639;43;[3, 5, 6, 11, 13, 39, 40, 45, 56, 57, 59, 61, 62, 63, 70, 73, 74, 82, 86, 89, 97, 99, 104, 114, 116, 134, 138, 144, 146, 148, 150, 151, 152, 154, 160, 165, 175, 181, 182, 186, 190, 192, 194];[0.8579301955455303, 0.8816286397277138, 0.5474491737953239, 4.279494362627117, 0.7767181817868221, 1.9165464492294064, 0.2620204794007167, 12.761327707782579, 0.28718902571252825, 1.8423672798574746, 0.5561483413606714, 0.673668191372431, 0.005913512692376255, 0.08570894171481204, 1.0668285171813032, 2.2155805603625485, 4.054623738529867, 1.3993170525607082, 0.20867333762373477, 2.400804091161487, 1.5294934230440043, 2.413753542757304, 1.6875205145677536, 22.00326016375573, 3.7431555199772863, 3.268952807012145, 30.2006029406812, 6.268502567441828, 0.37218382689471635, 30.407641981173406, 0.490679331800901, 24.243624868520502, 1.518347122535602, 13.363736181025104, 10.989920545908657, 0.44029050319384505, 0.6156407512437782, 4.25032609184991, 0.45168628377365044, 2.9650670972538378, 32.30166046543317, 0.6341033246352304, 15.74368342688854]
2;1573874308;200;80;0.85;0.757658746;0.774511905;0;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;8026.788032;43;[3, 5, 6, 11, 13, 14, 15, 18, 21, 27, 33, 43, 49, 66, 68, 72, 75, 86, 88, 89, 92, 93, 104, 117, 118, 133, 135, 136, 145, 146, 149, 158, 159, 160, 165, 170, 171, 172, 180, 182, 185, 188, 191];[1.9130208710268988, 1.0859311619453231, 37.74729039307476, 0.7917596541224103, 26.805753389854186, 0.4536412135158903, 2.6603624901281115, 21.817149631904655, 0.03750292796846788, 0.3351349972705187, 0.9789411474471142, 0.32200318354230967, 1.0778087477073932, 0.9975788081181163, 1.0229711230585108, 23.81226257682612, 0.9425565523783725, 1.6605757312657023, 1.1984578139755813, 33.36365671465779, 0.3431377638889982, 0.8440239619427805, 5.01536784412307, 9.137488597283127, 6.716731288159754, 1.980515394784962e-05, 5.734175859988066, 8.564677416987209, 2.119232781009326, 8.2620878813608, 1.86776657683294, 2.5743209422389035, 9.220605060268943, 11.929360203840488, 7.131979121489654, 13.384151547041018, 37.84051640494529, 1.1350954513533886, 1.803404086513851, 7.361052176979384, 0.8903407225228029, 1.3594556311848327, 11.31278327293401]
3;2243374806;200;80;0.85;0.759938948;0.770805032;0;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;8036.742746;41;[4, 16, 18, 21, 23, 26, 29, 38, 42, 48, 52, 54, 55, 56, 61, 80, 83, 89, 90, 91, 92, 95, 99, 102, 110, 111, 112, 119, 132, 137, 150, 156, 160, 177, 180, 184, 187, 190, 193, 194, 195];[2.421367148278901, 20.016202338331425, 0.4936215507450872, 0.9145430160067473, 7.105185056255005, 27.665738899694247, 0.5006858867167063, 28.752060937504606, 16.30670110598713, 18.648732396056154, 0.5592514543074263, 2.136022352783428, 1.028838785785104, 1.0045130228914252, 3.5846090888343443, 1.942836317631263, 1.032544502986964, 25.418797871553515, 6.561170077344371, 14.371081987311882, 1.8635005173079928, 0.8880648845602498, 13.939871091163617, 8.770066427960938, 2.4662385209222766, 5.3189358007152725, 2.6639596066448044, 5.681471293527075, 0.3063785613136482, 3.2627527361789443, 31.316666538655713, 3.8081999494358403, 0.8878612988061626, 1.802150765615913, 0.14725329023762743, 2.419850769742237, 1.6547140566052492, 0.814573950199314, 11.689246800237967, 2.336479356064343, 0.33883466242906524]
4;2574548202;200;80;0.85;0.757754951;0.762783603;0;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;8058.462382;33;[6, 10, 14, 18, 34, 39, 43, 49, 55, 57, 58, 62, 63, 69, 70, 74, 83, 85, 105, 115, 131, 142, 145, 151, 152, 153, 160, 164, 169, 180, 184, 189, 190];[2.23492065032846, 9.5683431462481, 11.203160885480457, 0.3834427494855902, 0.2866325656024838, 47.20054672228769, 0.10569640548629249, 1.6024701763329372, 3.931783628715317, 0.38109003586504553, 3.039213750355406, 0.15720125277678132, 16.623185747978244, 33.51096377140158, 0.5425778172225859, 0.07477100588943886, 0.4711148898176947, 0.5982340416651559, 5.209285120605144, 2.7489081367841206, 0.13925684971118454, 2.6692456277395253, 4.067514556926061, 0.530372951089417, 9.919542408687441, 0.4466869152497969, 25.11163570323582, 3.036023041530311, 0.17064895452978224, 0.619105844124457, 0.4901868831276621, 0.005046220291666198, 17.52053822320604]
5;4195815165;200;80;0.85;0.748735352;0.747230993;0;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;8041.808023;44;[1, 7, 14, 16, 22, 23, 39, 43, 46, 51, 53, 54, 55, 57, 59, 68, 73, 75, 86, 87, 96, 97, 98, 108, 110, 112, 117, 118, 122, 123, 127, 131, 132, 149, 154, 163, 165, 171, 172, 179, 182, 187, 193, 196];[2.764959698634983, 2.887470874975741, 2.1866495798262733, 8.72751297729724, 1.6452625652452808, 0.26573958864627695, 2.0425330793199743, 2.1781454128722606, 5.0884836700908265, 1.4896497632405865, 7.362765047550131, 2.597901312639897, 3.051815377548036, 5.569382726949587, 1.3262207693535906, 0.18522993865164525, 6.039850537618545, 0.7530115180411425, 31.267059958504923, 1.2395895299375985, 38.26080017078944, 1.2249081235268315, 0.35452844615918805, 3.7549923917765518, 4.1451433011200605, 2.0493712903048427, 3.805385591780633, 3.929842694455756, 37.18050050803177, 1.4251970035437083, 7.350367142913209, 0.129736730809021, 0.36743965776603615, 32.97290331472525, 38.25047919161293, 2.561310204806384, 3.264378755575836, 15.260694223589802, 5.510307362737741, 40.60545914221451, 1.9217066538071732, 23.90101435891638, 1.8714048206120226, 1.0137669246342884]
6;733174105;200;80;0.85;0.771250074;0.789965175;0;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;8019.852095;40;[3, 4, 21, 23, 26, 30, 33, 34, 35, 51, 63, 67, 72, 73, 80, 86, 89, 90, 99, 101, 105, 106, 109, 114, 115, 117, 121, 125, 128, 130, 143, 155, 162, 171, 175, 176, 179, 182, 189, 198];[22.569700803159378, 18.692118632909228, 0.44509717304660157, 2.4080516844424227, 12.881277675237264, 0.15781760580359502, 0.1367932848977093, 0.02453467968633096, 1.9811115331774742, 17.56508218801921, 3.3899588155594844, 16.6279812607494, 2.0216981736891886, 1.1524661852988216, 4.712532519661255, 1.0573718421282892, 1.9477205617020363, 21.749460005033526, 14.175908354256523, 18.052656046954496, 1.066614861995597, 17.854661217882157, 0.647985425097748, 2.2834404013246683, 0.5333250920794821, 1.227848417735334, 0.7637619342803355, 2.568184865860684, 0.35956397800094836, 2.3314185476912512, 0.18182336760037415, 15.168313589716535, 2.669024180135565, 5.162804803057293, 3.992387516882086, 0.4380063100460257, 1.8901453926524527, 0.4253901764322015, 6.874999866463164, 20.948629775389907]
7;2891632626;200;80;0.85;0.748571514;0.782013024;0;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;8019.327344;39;[3, 6, 16, 21, 23, 29, 31, 36, 37, 39, 57, 63, 67, 68, 74, 79, 80, 89, 92, 97, 99, 101, 118, 125, 126, 129, 136, 141, 145, 146, 147, 150, 153, 154, 159, 185, 189, 194, 197];[2.0265807559113567, 31.45332494575142, 1.1375300587609012, 3.485363676418179, 12.465383144155068, 11.728814910378006, 5.347915168234832, 2.363669798114966, 0.09903330169011837, 1.5992129006382207, 0.8131357611919613, 21.17963143118055, 1.5044852214702076, 24.40943010633786, 2.5886751028365516, 24.799433655021325, 0.22898815007799553, 1.0533363207607611, 0.4160324375037215, 4.004835238804679, 10.45576500393482, 9.137673288909214, 0.7285160018376171, 0.7153003442812196, 50.48589495274102, 3.4016422507315576, 4.507810951649688, 2.2853021072386603, 2.9699863384023115, 0.38767184720395764, 1.4572453507425707, 0.5928437876898942, 2.379769047012366, 0.8073619180505653, 1.623259625390722, 0.12290876146792254, 6.502585692878393, 0.6609959190592747, 0.9724379909461924]
8;3576587115;200;80;0.85;0.756813636;0.76632178;0;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;8057.058876;39;[0, 1, 8, 9, 12, 15, 24, 27, 37, 44, 47, 54, 58, 63, 72, 74, 80, 81, 82, 84, 88, 91, 93, 113, 115, 127, 128, 135, 140, 151, 158, 160, 172, 175, 176, 185, 195, 196, 198];[18.736962652296096, 0.38919358591187886, 1.70215009870682, 3.839600642631819, 5.684666346593442, 0.6543437355928072, 0.5191067669838955, 2.460331537500126, 0.9148337635447173, 19.512106423102093, 8.83743308984634, 1.5302038051960123, 1.2211944537816248, 0.8680375277899164, 13.07369006541816, 14.692265580964674, 5.002673719013894, 0.8397249194617108, 0.14745291918623618, 2.905739021959746, 0.8166425051687681, 26.03240246533457, 28.49619042336712, 1.3994036441907403, 32.894975866931134, 8.045059637123956, 0.00045754747295726416, 0.7102622495191176, 11.927922372824058, 1.4296357773365271, 1.4982976777936026, 0.2987128856459991, 0.22017955704274195, 18.023797494937025, 1.9162784734749032, 4.876809743445013, 0.5824799102401576, 0.9424797591404017, 0.6920277785510357]
9;1726832099;200;80;0.85;0.748602133;0.780042035;0;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;7930.830156;39;[0, 1, 8, 13, 14, 19, 20, 24, 32, 36, 39, 40, 43, 45, 55, 64, 65, 67, 69, 72, 73, 82, 97, 99, 101, 107, 108, 112, 115, 116, 120, 129, 146, 154, 158, 162, 176, 184, 194];[8.20300251247627, 2.58548979762884, 22.68591563422807, 0.8213403227091536, 16.932124611213293, 1.8468288586296877, 13.334706411524456, 34.38011691118029, 2.237495437862344, 8.224224973226265, 4.217935833205369, 29.75718976408071, 1.709991886950691, 32.89378392546343, 0.21627581318996955, 19.370051144528983, 7.93054698735334, 12.709949104743826, 1.8692700374613298, 1.7357546911563453, 0.9635083858844574, 3.730036974967384, 1.4087507180126122, 1.7527511379233536, 38.421775691028735, 1.232312176553914, 0.02498076585716586, 1.2246875562339221, 10.088503153754685, 0.8649387888480503, 0.9076943860576926, 1.5842706738106083, 0.9201644163105572, 0.6040714536611478, 1.3827426339857334, 1.1142015083464443, 24.63898524488456, 12.38622907147269, 1.7099081344864764]
0;967253596;200;80;0.85;0.75611365;0.787290081;0.5;2500;[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];16;1;7987.635132;45;[1, 11, 24, 27, 29, 31, 43, 46, 49, 53, 56, 60, 61, 65, 66, 74, 75, 77, 80, 81, 84, 88, 91, 92, 96, 105, 113, 115, 116, 121, 126, 129, 132, 136, 137, 138, 140, 142, 144, 155, 159, 163, 171, 174, 176];[5.085871204460824, 3.5842933073338776, 28.588055043926385, 0.39185207869808447, 0.9173362109466409, 0.5472735661490534, 1.1047587821581801, 21.102213576486236, 0.7311611366874545, 0.5657060069586203, 3.1373110157092525, 20.808622846187948, 1.8806103556766915, 28.07728825400054, 1.4230755170059368, 12.854985778970976, 1.4544048558094989, 1.041969479388057, 2.0470574982636114, 2.7900098536598246, 0.7243460375666804, 18.067077799706336, 0.7044198451116016, 20.081184091212446, 0.19157183668168218, 11.249054669126373, 1.2375558162298315, 1.1626058817173894, 13.450987642119772, 3.3115706068938215, 8.652848649883465, 5.505394412269216, 2.9802609530310717, 1.318579901795248, 20.960535276545006, 6.37013429500242, 1.6471474469848617, 1.7633139341074506, 15.215726298830086, 0.8405743853908659, 2.261357229579302, 6.801030577466304, 5.248366118859648, 7.064367620703474, 0.875777182566162]
